Name,Longitude,Latitude
E01005547,-2.228499,53.543166
E01005548,-2.204177,53.550218
E01005549,-2.201305,53.540095
E01005550,-2.192535,53.539991
E01005551,-2.214611,53.561483
E01005552,-2.224642,53.554387
E01005553,-2.212317,53.553993
E01005554,-2.219611,53.562624
E01005555,-2.110528,53.614919
E01005556,-2.112568,53.610608
E01005557,-2.102224,53.612376
E01005558,-2.105865,53.609485
E01005559,-2.118844,53.611628
E01005560,-2.110185,53.604678
E01005561,-2.089531,53.601931
E01005562,-2.10052,53.599517
E01005563,-2.142844,53.606619
E01005564,-2.150768,53.607672
E01005565,-2.136324,53.601833
E01005566,-2.131218,53.616838
E01005567,-2.123736,53.614128
E01005568,-2.142278,53.611609
E01005569,-2.135963,53.612658
E01005570,-2.210011,53.628351
E01005571,-2.221043,53.62794
E01005572,-2.20589,53.623879
E01005573,-2.212172,53.621919
E01005574,-2.204764,53.618052
E01005575,-2.207834,53.609796
E01005576,-2.200045,53.612809
E01005577,-2.189088,53.612829
E01005578,-2.13909,53.630802
E01005579,-2.132347,53.623368
E01005580,-2.150437,53.626159
E01005581,-2.14126,53.626769
E01005583,-2.148037,53.620484
E01005585,-2.13903,53.618538
E01005586,-2.138142,53.634859
E01005587,-2.197216,53.626028
E01005588,-2.190273,53.623899
E01005589,-2.176903,53.623725
E01005590,-2.170631,53.61823
E01005591,-2.183946,53.622794
E01005592,-2.180864,53.616992
E01005593,-2.126387,53.639706
E01005594,-2.134136,53.642495
E01005595,-2.12838,53.636587
E01005596,-2.120808,53.636263
E01005597,-2.132192,53.648296
E01005598,-2.110783,53.643384
E01005599,-2.3452,53.481753
E01005600,-2.346525,53.47936
E01005601,-2.351546,53.479953
E01005602,-2.354164,53.477617
E01005603,-2.360559,53.47888
E01005604,-2.359889,53.474972
E01005605,-2.369936,53.475732
E01005609,-2.260623,53.497107
E01005610,-2.267056,53.492018
E01005611,-2.266247,53.498518
E01005612,-2.257775,53.503717
E01005613,-2.250349,53.506023
E01005614,-2.255266,53.50723
E01005615,-2.263781,53.503443
E01005616,-2.44816,53.427217
E01005617,-2.440614,53.429645
E01005618,-2.441266,53.42621
E01005619,-2.444497,53.421487
E01005620,-2.423256,53.441843
E01005621,-2.434149,53.432934
E01005622,-2.310397,53.499485
E01005623,-2.306834,53.496284
E01005624,-2.302291,53.501021
E01005625,-2.324122,53.500129
E01005626,-2.317551,53.49852
E01005627,-2.322469,53.495827
E01005628,-2.300645,53.495014
E01005629,-2.312442,53.494828
E01005630,-2.318013,53.492872
E01005631,-2.33627,53.486003
E01005632,-2.346015,53.485689
E01005633,-2.330542,53.494477
E01005634,-2.348436,53.493655
E01005635,-2.333107,53.489571
E01005636,-2.343106,53.490296
E01005637,-2.353886,53.490529
E01005638,-2.354397,53.483723
E01005639,-2.418493,53.455452
E01005640,-2.406464,53.455952
E01005641,-2.412641,53.453886
E01005642,-2.411518,53.450801
E01005643,-2.419809,53.451243
E01005644,-2.415142,53.44665
E01005645,-2.4204,53.446364
E01005646,-2.252153,53.514117
E01005647,-2.267589,53.515654
E01005648,-2.277781,53.512395
E01005649,-2.260885,53.514321
E01005650,-2.261254,53.508543
E01005651,-2.251194,53.511359
E01005652,-2.284645,53.510137
E01005653,-2.27947,53.50485
E01005654,-2.293679,53.484889
E01005655,-2.288607,53.486015
E01005656,-2.299058,53.48505
E01005657,-2.295488,53.487808
E01005658,-2.285611,53.482264
E01005659,-2.43489,53.53515
E01005660,-2.423928,53.534037
E01005661,-2.430695,53.526087
E01005662,-2.433607,53.529475
E01005663,-2.417971,53.525775
E01005664,-2.42957,53.537829
E01005665,-2.421891,53.53812
E01005667,-2.277163,53.47425
