Name,masterpc,Latitude,Longitude
S00105927,EH14 5PP,55.900884,-3.3132282
S00093368,DD11 4DF,56.564193,-2.5902886
S00091552,AB31 5TT,57.052684,-2.5032174
S00089063,AB11 8BL,57.136541,-2.0897113
S00094187,PA28 6LY,55.429342,-5.6122808
S00110306,KY5 0JR,56.148735,-3.2602934
S00109302,KY11 1PN,56.031777,-3.3855223
S00123081,KA11 2AQ,55.630446,-4.6204096
S00107316,EH11 1JJ,55.939674,-3.2143504
S00099642,DD3 8JW,56.481571,-2.9733067
S00130681,ML10 6QD,55.654239,-4.1157502
S00120159,PA14 6EF,55.919426,-4.6497451
S00120352,PA14 5AS,55.934932,-4.7067218
S00123755,ML5 1HW,55.857128,-4.0428807
S00110618,KY6 2LB,56.189414,-3.2068724
S00109407,KY11 4SJ,56.065061,-3.4364129
S00121919,KA27 8RB,55.511249,-5.1003113
S00115751,G53 6UL,55.812423,-4.3442664
S00108757,FK2 8ED,56.026046,-3.7907492
S00095900,FK10 2NF,56.122906,-3.7995758
S00126905,PH13 9BG,56.547247,-3.2673105
S00113292,G20 0UE,55.894523,-4.3048956
S00105840,EH14 2JZ,55.918654,-3.2620007
S00099391,DD4 8PH,56.478801,-2.9169957
S00127971,PA2 9QH,55.833757,-4.4454755
S00103290,G76 8JL,55.778088,-4.2584503
S00094233,PA20 0JD,55.835915,-5.0611028
S00116878,G14 0AS,55.87614,-4.3483462
S00106168,EH16 4GL,55.935452,-3.1301762
S00111786,KY11 4NE,56.064414,-3.4201983
S00122975,KA22 7EG,55.654831,-4.8006277
S00128512,PA10 2AQ,55.83176,-4.5360262
S00129411,KA7 3DS,55.453212,-4.6142704
S00103108,G77 5JB,55.770344,-4.3123704
S00111347,KY5 0NT,56.146578,-3.2717314
S00109271,KY11 1LL,56.025288,-3.4031327
S00097055,G81 3AH,55.909276,-4.4047054
S00101072,G64 1QH,55.903179,-4.2197234
S00097498,DG6 4HE,54.836304,-4.0490921
S00097991,DG2 0PR,55.0837,-3.629284
S00103412,EH3 6DA,55.955207,-3.2100159
S00095649,TD5 8EY,55.594919,-2.4226945
S00100228,KA1 4RQ,55.580226,-4.497324
S00093983,DD7 7SH,56.502035,-2.7360152
S00092838,AB42 2WR,57.506531,-1.8109224
S00089629,AB24 3YN,57.163957,-2.1121481
S00114361,G40 2UD,55.853859,-4.2175966
S00108308,FK5 4UE,56.03382,-3.799937
S00099074,DD4 7QF,56.470302,-2.9206539
S00103734,EH4 4US,55.974279,-3.2509602
S00111415,KY7 4UU,56.175058,-3.1490626
S00124825,G67 2AW,55.951817,-3.9788482
S00098367,DG1 2PZ,55.06411,-3.6067996
S00130402,G73 3EZ,55.82402,-4.2026786
S00130581,G72 7GA,55.815896,-4.1513808
S00099798,KA6 7PZ,55.293526,-4.407949
S00115895,G69 7NA,55.846745,-4.1059449
S00115191,G45 0EY,55.806264,-4.2184792
S00093551,DD8 4TB,56.682233,-3.0108791
S00093980,DD2 5PZ,56.495009,-3.0560985
S00088994,AB10 1FL,57.150199,-2.0968514
S00123893,ML5 4EF,55.854845,-4.0107103
S00124611,ML7 4AE,55.821255,-3.8097571
S00110462,KY8 2HF,56.1872,-3.0326099
S00096598,G82 2TP,55.937743,-4.5205159
S00099732,DD3 7PP,56.472587,-2.9663562
S00106711,EH12 9DD,55.922457,-3.3384104
S00126497,PH1 1BT,56.391348,-3.4557235
S00125959,KW17 2EE,59.00735,-3.1157327
S00129350,KA7 2JB,55.45227,-4.6213097
S00120374,PA16 0LF,55.911306,-4.8568227
S00099937,KA6 7AJ,55.436056,-4.4611896
S00118264,IV1 1RJ,57.480817,-4.2307253
S00114474,G41 3ED,55.825155,-4.28187
S00133503,FK18 8NG,56.320414,-4.3325903
S00121024,EH19 3QN,55.867689,-3.1128503
S00105463,EH12 7PF,55.934801,-3.2862656
S00121225,IV36 2RA,57.628541,-3.4644933
S00115321,G51 2LN,55.862598,-4.3088051
S00113150,G20 6LE,55.878153,-4.272253
S00121238,AB55 4BE,57.447638,-3.1271028
S00094335,G82 5NW,55.961157,-4.6536072
S00107242,EH9 1UL,55.936144,-3.1846725
S00094350,G84 0JW,55.985507,-4.8238123
S00104234,EH6 8SJ,55.963001,-3.1772591
S00131469,G74 4RA,55.771841,-4.1849217
S00100577,KA3 2TE,55.638547,-4.5243157
S00116339,G69 6BT,55.853553,-4.1061376
S00093339,DD11 3HJ,56.562046,-2.6178666
S00119632,PH22 1LF,57.196064,-3.8185152
S00130237,G72 8QE,55.814121,-4.1659511
S00130311,G73 2AB,55.819714,-4.230164
S00117247,G40 4BP,55.844024,-4.22571
S00091541,AB35 5QH,57.049448,-3.0378651
S00089736,AB25 2QL,57.151609,-2.1182096
S00092290,AB42 1LW,57.515334,-1.7994426
S00089357,AB10 7JB,57.124274,-2.1271896
S00132838,G71 8HB,55.813299,-4.0664549
S00114043,G32 0PF,55.854185,-4.1603832
S00108580,FK4 1QY,55.994435,-3.923606
S00104436,EH7 5GX,55.960838,-3.174182
S00120376,PA16 0LU,55.913855,-4.8546576
S00109700,KY12 8XD,56.061261,-3.5341465
S00091161,AB33 8DE,57.263278,-2.7076829
S00089339,AB15 7QH,57.130653,-2.1501894
S00123325,ML2 0NA,55.758795,-3.9246877
S00122062,KA12 9JY,55.624544,-4.6565532
S00119907,PA16 7LU,55.943299,-4.8023821
S00099638,DD3 7LP,56.476898,-2.9688199
S00128343,PA8 6DQ,55.905891,-4.4712317
S00129888,KA7 4QT,55.430534,-4.6263811
S00133035,FK7 0HS,56.092843,-3.9226593
S00120006,PA16 9EX,55.940682,-4.7937685
S00112782,G13 2HJ,55.904019,-4.343632
S00108733,FK4 2BF,55.992762,-3.8899963
S00108318,FK1 2AS,55.985267,-3.7851282
S00103910,EH4 8BY,55.956725,-3.3034903
S00129027,ZE1 0XA,60.138506,-1.2806452
S00114088,G33 1QE,55.880889,-4.1760806
S00109606,KY12 0LA,56.080751,-3.4494341
S00101237,G62 6DY,55.938659,-4.3278859
S00098278,DG16 5BF,54.990548,-3.0631694
S00102005,EH33 1ND,55.946589,-2.9659577
S00094548,PA34 5AP,56.423263,-5.4746231
S00096228,FK10 4JH,56.105919,-3.7516835
S00103833,EH4 6HL,55.962001,-3.2956901
S00105194,EH11 2PJ,55.937588,-3.235289
S00125072,G65 0BU,55.973476,-4.0518316
S00099682,DD4 9FR,56.494657,-2.9658293
S00132702,G75 8RL,55.751385,-4.226485
S00127924,PA2 8DQ,55.824206,-4.4317037
S00116707,G5 0RE,55.849372,-4.2484459
S00102966,G46 6AL,55.812016,-4.2934225
S00135034,EH54 7DU,55.884594,-3.5294546
S00091251,AB51 0YW,57.243472,-2.3733914
S00091529,AB39 2NT,56.960533,-2.2047374
S00132397,ML11 9FD,55.671218,-3.765613
S00095029,EH46 7BT,55.744446,-3.3434915
S00106211,EH16 5LA,55.930015,-3.1611651
S00118062,IV25 3NH,57.89692,-4.0994746
S00110465,KY8 2EH,56.184536,-3.0332311
S00123041,KA14 3BW,55.739025,-4.6644098
S00100069,KA5 6SF,55.504142,-4.326601
S00111247,DD6 9LS,56.443914,-2.8811348
S00093314,DD11 2AB,56.558262,-2.5998276
S00121525,AB56 1PJ,57.675668,-2.9626767
S00119125,KW10 6SY,57.972029,-3.9906955
S00119233,IV42 8QA,57.244077,-5.8516178
S00119959,PA16 8QR,55.951996,-4.7811746
S00126919,PH10 6LH,56.575357,-3.3462211
S00109082,KY14 6EU,56.320481,-3.2349511
S00094507,G84 0BW,56.083611,-4.8253318
S00114986,G44 4EW,55.817821,-4.2668343
S00099067,DD4 7NR,56.469463,-2.925844
S00118160,PH33 6QF,56.823773,-5.084944
S00127896,PA2 8QY,55.819511,-4.4422984
S00115001,G44 4AR,55.822446,-4.2626332
S00112666,G12 0QW,55.887442,-4.303852
S00133897,EH54 5ER,55.9014,-3.5037086
S00106737,EH3 9HW,55.9426,-3.2008647
S00104349,EH7 4QY,55.970356,-3.1990648
S00134712,EH48 1DA,55.899601,-3.6254989
S00092694,AB21 0XB,57.204089,-2.2848551
S00089948,AB15 6HG,57.14956,-2.1726111
S00126687,PH2 7EW,56.404453,-3.4204917
S00115123,G44 5RL,55.81548,-4.236115
S00114931,G43 2JR,55.818836,-4.2726881
S00108837,FK3 0HS,56.000173,-3.7215099
S00107487,EH16 4DN,55.931277,-3.1357049
S00117930,IV16 9UZ,57.662696,-4.3536957
S00100233,KA1 4RE,55.582594,-4.4997753
S00134846,EH54 6XB,55.892846,-3.541469
S00134957,EH52 5DE,55.930719,-3.499466
S00093524,DD8 3DZ,56.65272,-2.8705386
S00091090,AB51 8SL,57.399367,-2.364843
S00089285,AB10 6AP,57.133227,-2.1112785
S00126208,PH3 1SA,56.284752,-3.7419549
S00113529,G22 6AZ,55.886729,-4.2358145
S00126298,PH15 2EA,56.621353,-3.838781
S00126080,KW17 2RD,58.920968,-3.1686582
S00116233,G45 9DQ,55.806404,-4.2380519
S00116428,G20 8JJ,55.889343,-4.2906109
S00117890,IV12 5LE,57.591704,-3.7822416
S00126332,KY13 8QT,56.209381,-3.4292301
S00115107,G44 5NB,55.812869,-4.2274899
S00103767,EH4 5BY,55.965279,-3.2734349
S00120414,EH26 8PG,55.831449,-3.1952971
S00106196,EH16 5QD,55.92605,-3.1690645
S00119614,IV2 7NG,57.488859,-4.1298687
S00131814,G72 0EE,55.787085,-4.0929624
S00107588,EH6 4BZ,55.973481,-3.1862303
S00129309,KA7 1TG,55.462121,-4.6280545
S00133602,FK15 9HB,56.183708,-3.9658256
S00118890,IV19 1DY,57.812763,-4.0560794
S00131655,G75 0PY,55.751609,-4.1672648
S00109059,KY8 6EY,56.221836,-2.9260721
S00110726,KY7 4QR,56.18639,-3.1681238
S00123096,KA13 6EL,55.662785,-4.7135284
S00135127,HS2 9AH,58.283984,-6.7592846
S00131092,ML9 1BD,55.736554,-3.9771766
S00094857,TD13 5XD,55.93825,-2.3542474
S00109458,KY11 4UT,56.072824,-3.4210217
S00103525,EH4 1AL,55.959538,-3.2209632
S00099098,DD4 8UB,56.480089,-2.9465115
S00129262,KA26 9SE,55.275841,-4.72967
S00133445,FK8 3RS,56.147074,-4.3775699
S00110672,KY6 3QF,56.206978,-3.1968326
S00109961,KY1 1DZ,56.115712,-3.1634238
S00122882,KA13 7PF,55.651838,-4.689354
S00099656,DD4 6SE,56.471819,-2.9622623
S00104212,EH6 7HN,55.974179,-3.1620234
S00119948,PA16 8TP,55.948409,-4.7712417
S00111718,KY8 5SW,56.219735,-3.0400642
S00099303,DD5 2UQ,56.465112,-2.8678307
S00106368,EH17 7AS,55.908123,-3.1306768
S00125686,ML2 8BE,55.770913,-3.918653
S00122869,KA20 3JJ,55.638079,-4.7624188
S00135205,HS1 2LG,58.214698,-6.379856
S00096281,G83 8AN,55.999743,-4.563159
S00125797,G68 9NW,55.942687,-4.047
S00126446,PH7 3FD,56.37205,-3.8340396
S00094489,PA31 8NE,56.038514,-5.433008
S00130467,G73 4RD,55.814099,-4.2021179
S00103876,EH4 7EN,55.953342,-3.2807945
S00117720,KW14 7QS,58.582694,-3.5357534
S00130209,G72 8PB,55.808031,-4.1779806
S00104669,EH8 9QF,55.939004,-3.1768672
S00104129,EH6 4EP,55.978721,-3.1832817
S00091796,AB41 9EW,57.367714,-2.0609493
S00090173,AB21 9QS,57.179451,-2.1881501
S00108138,FK2 9UP,55.985149,-3.730428
S00108647,FK2 0BN,55.974094,-3.6891017
S00099408,DD4 0SB,56.48914,-2.9099859
S00099766,DD2 1DY,56.458705,-2.9960237
S00121598,IV30 5SA,57.706667,-3.4397372
S00117297,G42 9UJ,55.823772,-4.2735668
S00120436,EH26 8BU,55.833163,-3.2202088
S00107382,EH12 7NZ,55.933042,-3.2818213
S00095049,TD9 7DZ,55.424992,-2.7923183
S00094960,TD5 8PU,55.516671,-2.2950681
S00114129,G33 2EF,55.866728,-4.1946116
S00092195,AB43 9PR,57.686309,-2.0142921
S00089619,AB24 2XT,57.174496,-2.119457
S00134895,EH54 9LD,55.870011,-3.5104061
S00091972,AB42 1ZD,57.509247,-1.8132283
S00089059,AB11 9BH,57.136593,-2.0921567
S00118532,IV3 8JA,57.483996,-4.2374257
S00127343,PH15 2BX,56.615307,-3.8736063
S00120034,PA16 0RN,55.937865,-4.8214797
S00126327,KY13 8DS,56.203239,-3.419523
S00094647,G84 9BF,56.014724,-4.7221401
S00116321,G53 7WP,55.834875,-4.371426
S00108648,FK2 0PZ,55.991169,-3.7079309
S00104601,EH8 7BE,55.956028,-3.1448863
S00105824,EH14 2QP,55.918629,-3.2740009
S00099375,DD5 3EU,56.478023,-2.8664044
S00099624,DD3 7ED,56.468681,-2.9706881
S00120130,PA14 5NX,55.931948,-4.6766834
S00094799,PA20 9LT,55.765026,-5.0316232
S00111419,KY7 5AF,56.192204,-3.1449664
S00095874,FK10 2EW,56.127544,-3.8197756
S00106056,EH15 2DT,55.951402,-3.1033203
S00105313,EH11 3AY,55.93707,-3.2509451
S00094542,PA34 5NT,56.416298,-5.4729493
S00114001,G32 9BD,55.8475,-4.158255
S00104424,EH7 5RS,55.959483,-3.1683104
S00105694,EH13 0QR,55.9055,-3.2654124
S00105204,EH11 2JU,55.938424,-3.2252777
S00106093,EH15 3RU,55.938224,-3.1138957
S00122927,KA27 8QR,55.48438,-5.0963151
S00134818,EH54 5AD,55.894201,-3.5008554
S00134298,EH48 1AS,55.900079,-3.6335162
S00092159,AB43 9FB,57.687636,-2.0303597
S00092208,AB43 8WR,57.671717,-1.9373889
S00089766,AB25 2PA,57.147469,-2.1171056
S00110588,KY6 1EZ,56.199189,-3.1864681
S00122677,KA28 0AS,55.751004,-4.9338323
S00130478,G73 4NZ,55.816208,-4.2137617
S00124680,ML7 5SS,55.861059,-3.7511912
S00117303,G42 9HR,55.824077,-4.2633666
S00134730,EH54 6JW,55.881091,-3.5081508
S00091974,AB42 1PN,57.511754,-1.8137162
S00127718,PA1 2NW,55.842751,-4.4442514
S00129575,KA8 0RY,55.462193,-4.6095494
S00133507,G63 9BL,55.98811,-4.3106078
S00102502,EH33 1JD,55.94586,-2.9499917
S00117801,IV63 6TL,57.341684,-4.5808311
S00112021,KY8 5FA,56.196638,-3.0534602
S00113911,G32 7LA,55.851795,-4.1812278
S00097162,DG11 3HL,55.096511,-3.1782624
S00124198,ML1 3UT,55.807565,-4.0002286
S00110557,KY8 5BB,56.206286,-3.0073625
S00119988,PA16 8LP,55.95052,-4.7689095
S00117597,G5 0RH,55.849071,-4.2491634
S00112749,G13 2YN,55.892269,-4.3371655
S00112802,G13 2RX,55.897702,-4.3378762
S00133761,EH47 8HD,55.86091,-3.6859911
S00093749,DD11 3SD,56.591649,-2.6830603
S00093310,DD11 2AR,56.556279,-2.595599
S00121566,AB56 4RA,57.692465,-2.8199171
S00131459,G74 4DF,55.772871,-4.1663564
S00119839,PA15 3AE,55.93133,-4.7326337
S00122046,KA12 8DS,55.610308,-4.6705492
S00125028,G65 9BW,55.976927,-4.0733313
S00099661,DD4 6HJ,56.468567,-2.9517271
S00104538,EH7 6HG,55.963961,-3.1468988
S00106825,EH12 9HN,55.935088,-3.2957519
S00126770,PH6 2EL,56.371691,-3.9817153
S00125914,KW15 1TR,58.978215,-3.015357
S00118045,IV53 8UN,57.341503,-5.5640673
S00114535,G41 3TY,55.832337,-4.283728
S00114064,G32 0JJ,55.858618,-4.151553
S00106503,EH30 9PJ,55.981638,-3.3869982
S00129756,KA10 6LL,55.539529,-4.6440613
S00098112,DG10 9LP,55.329916,-3.4300462
S00115957,G15 7XR,55.918618,-4.3650795
S00134477,EH52 6HE,55.933228,-3.4926315
S00089760,AB25 2PB,57.147279,-2.1179148
S00111358,KY12 9UP,56.11688,-3.5793368
S00111663,KY11 8JQ,56.068118,-3.4137645
S00096435,G82 1RE,55.943281,-4.558369
S00100989,G61 3AB,55.9261,-4.3366251
S00097639,DG5 4LS,54.93792,-3.8309404
S00097196,DG14 0TN,55.072396,-3.0246666
S00091334,AB30 1YD,56.842247,-2.6024458
S00089408,AB15 9NZ,57.116644,-2.1929831
S00129465,KA7 4ES,55.438569,-4.6538888
S00133446,FK8 1RR,56.131797,-3.9582351
S00126971,PH10 7AW,56.597023,-3.3326101
S00114301,G34 9QF,55.873684,-4.1281045
S00095153,TD8 6BB,55.47598,-2.5571419
S00113851,G32 6PB,55.858577,-4.1788915
S00120669,EH19 3NJ,55.870217,-3.0955033
S00107444,EH14 2HG,55.922669,-3.2560021
S00095742,TD9 7BN,55.431862,-2.7888529
S00130865,ML11 9RD,55.66599,-3.9141182
S00130948,ML10 6HN,55.67692,-4.0796619
S00127291,PH2 7EA,56.399166,-3.4216072
S00117420,G46 8LB,55.81189,-4.3149941
S00120858,EH20 9LQ,55.878178,-3.1640126
S00130904,ML11 7LN,55.673844,-3.7773243
S00126549,PH1 2ND,56.406514,-3.4687973
S00116677,G5 8AF,55.852866,-4.2666703
S00112576,G12 9YG,55.874095,-4.2971623
S00107775,FK1 4JG,56.005282,-3.8297244
S00105719,EH13 0BW,55.904462,-3.250055
S00106305,EH16 6DD,55.915594,-3.1610699
S00107265,EH10 4BR,55.934287,-3.2038249
S00131325,G74 2BT,55.761279,-4.1504273
S00117882,IV12 5PR,57.544906,-3.7757781
S00108219,FK5 3NQ,56.016349,-3.8287879
S00099235,DD4 9HR,56.491766,-2.9386331
S00094635,G82 5PG,55.96716,-4.6590666
S00095910,FK10 2AG,56.118599,-3.7905275
S00104443,EH7 5QZ,55.960918,-3.1666717
S00105130,EH11 1LY,55.935289,-3.2225054
S00121028,EH19 3PU,55.869211,-3.1094899
S00107544,EH17 8UF,55.899293,-3.1469087
S00124472,ML2 8BQ,55.769989,-3.9168698
S00109536,KY12 8DN,56.074184,-3.4698004
S00125809,G65 0LW,55.971658,-4.0563026
S00121634,IV31 6DX,57.716286,-3.2882655
S00115459,G52 1SX,55.846661,-4.3293942
S00093490,DD8 2HZ,56.646384,-2.8721701
S00111935,KY4 0NL,56.135334,-3.3711263
S00096686,G82 4QH,55.976027,-4.5828125
S00097917,DG2 7QF,55.063023,-3.6243723
S00114085,G33 1AX,55.874925,-4.1870331
S00101751,EH33 1AT,55.94816,-2.9615933
S00096441,G82 1SB,55.946062,-4.570277
S00124804,G67 2QA,55.944074,-3.9792058
S00124768,G67 1LH,55.949982,-3.9895336
S00101348,G66 2RX,55.945998,-4.1247518
S00091214,AB52 6PP,57.305404,-2.6292881
S00089120,AB12 3JT,57.116616,-2.0899107
S00101976,EH34 5HD,55.910707,-2.8814951
S00119799,PA15 2LD,55.939922,-4.7407664
S00107982,FK3 8JR,56.015181,-3.7227071
S00110688,KY7 4SL,56.178197,-3.1583707
S00108979,KY4 0LX,56.13795,-3.3774473
S00096529,G82 4AN,55.942988,-4.5814445
S00101631,G66 3ST,55.942494,-4.1184426
S00097234,DG2 8PT,55.059488,-3.6684306
S00098273,DG12 6ND,54.99228,-3.2426198
S00091019,AB42 3LU,57.493722,-1.8861602
S00089516,AB24 1UF,57.168756,-2.0989835
S00127534,PA5 0BX,55.827793,-4.5046299
S00115754,G53 6QW,55.817164,-4.3430671
S00116496,G32 9HE,55.845669,-4.1550704
S00091061,AB53 5PN,57.557381,-2.4353754
S00092665,AB34 5JT,57.076764,-2.7952153
S00090852,AB12 3TU,57.097861,-2.0882808
S00115665,G53 5AY,55.831497,-4.3535266
S00108956,FK5 4SL,56.039388,-3.8589817
S00130152,G72 7DE,55.825441,-4.1895232
S00100006,KA18 3AG,55.443705,-4.2560953
S00115592,G52 3HA,55.842675,-4.3485476
S00093594,DD10 8AW,56.708434,-2.4689161
S00132262,G71 7DJ,55.826316,-4.0933451
S00102432,EH39 4QX,56.052173,-2.7294455
S00101942,EH21 8HQ,55.940468,-3.0241448
S00126746,PH2 0NF,56.387201,-3.4562131
S00094797,PA34 5PA,56.419538,-5.4718337
S00105435,EH12 6DH,55.947843,-3.2412202
S00119103,IV2 5ER,57.446165,-4.1201191
S00114204,G33 3PN,55.862998,-4.1631419
S00120852,EH20 9BE,55.875081,-3.1588533
S00105560,EH12 8UX,55.952468,-3.3092409
S00120334,PA16 7AA,55.944176,-4.7930913
S00116702,G5 0UU,55.847677,-4.2443222
S00105650,EH13 9JE,55.909096,-3.221617
S00111809,KY12 9NQ,56.080043,-3.4788131
S00110946,KY10 3HU,56.224328,-2.6921854
S00123094,KA13 6NZ,55.658927,-4.7188582
S00098975,DD3 0DW,56.49024,-2.9768417
S00120315,PA15 3EZ,55.93329,-4.7423154
S00128436,PA7 5JT,55.910046,-4.5141732
S00101171,G64 2SN,55.912746,-4.2160297
S00105073,EH10 7BE,55.901882,-3.2096504
S00131715,ML8 5LT,55.752441,-3.8776693
S00104865,EH10 4QF,55.928403,-3.2109728
S00129341,KA7 2LJ,55.448517,-4.616506
S00133067,FK9 4PN,56.16127,-3.9510227
S00123478,ML6 9NQ,55.864178,-3.9698658
S00110445,KY8 2AU,56.192677,-3.0342395
S00109962,KY1 1DG,56.116608,-3.1617622
S00122265,KA21 5RZ,55.644553,-4.7921052
S00116903,G14 0EH,55.886537,-4.3694917
S00108325,FK1 2QN,55.985611,-3.7743717
S00098058,DG11 2AP,55.127124,-3.3574189
S00091630,AB32 6NB,57.160294,-2.2900729
S00089456,AB24 5JZ,57.152414,-2.0893862
S00131342,G74 3TU,55.767376,-4.1584152
S00123442,ML6 8JQ,55.863303,-3.9525944
S00109720,KY3 9TA,56.073264,-3.1702251
S00101295,G62 8PL,55.945863,-4.3181161
S00102122,EH32 9FQ,55.961991,-2.9681034
S00118185,PH33 7DB,56.838386,-5.103924
S00130696,ML3 8SX,55.754958,-4.0742842
S00131816,G72 0NF,55.789533,-4.090095
S00128392,PA8 7BP,55.895043,-4.4342317
S00113914,G32 7NH,55.851129,-4.1757266
S00112381,G11 5HR,55.871829,-4.3049252
S00133966,EH54 6HJ,55.903264,-3.520944
S00092008,AB42 4TD,57.517492,-1.9434782
S00091300,AB41 8RS,57.346326,-1.9372601
S00120273,PA16 0FG,55.902734,-4.8628804
S00132521,ML12 6NE,55.6406,-3.629291
S00127523,PA5 0LE,55.827789,-4.5258993
S00112395,G11 5RW,55.872802,-4.3009385
S00092097,AB44 1SR,57.670766,-2.4826004
S00119272,KW14 8SN,58.580913,-3.4056486
S00111103,KY16 8RR,56.333205,-2.8006574
S00097929,DG2 9AA,55.068572,-3.621371
S00134500,EH49 6QQ,55.972794,-3.6253629
S00092457,AB12 4TN,57.061225,-2.1406586
S00089206,AB10 6SG,57.138398,-2.1240328
S00094075,PA34 4TL,56.303322,-5.5944669
S00107565,EH28 8PB,55.92296,-3.3751232
S00119335,IV7 8JF,57.599107,-4.3429556
S00117829,IV13 7YE,57.38104,-4.0495809
S00119610,IV3 8PD,57.475381,-4.2544458
S00094846,TD12 4NG,55.645482,-2.3347883
S00111298,KY5 9PL,56.127716,-3.3172976
S00121934,KA27 8BN,55.573866,-5.1432988
S00095304,TD1 1PX,55.623156,-2.8233396
S00123360,ML6 6TE,55.877283,-3.9809367
S00124092,ML1 2DU,55.777536,-3.9692382
S00110821,KY7 6UY,56.213354,-3.1935002
S00110974,KY15 7BB,56.251042,-3.2097311
S00135301,HS2 0TQ,58.478418,-6.2521382
S00107070,EH6 6ER,55.974811,-3.1750059
S00134733,EH54 6HX,55.883361,-3.5018598
S00097870,DG1 4DS,55.06205,-3.5739126
S00092618,AB39 2XG,56.972032,-2.2349839
S00089247,AB10 6JY,57.129965,-2.1220719
S00095754,TD9 9HD,55.422639,-2.7850667
S00103639,EH4 2ET,55.957413,-3.2287127
S00100272,KA1 4LH,55.593502,-4.4946756
S00093276,DD11 1HL,56.558662,-2.5819215
S00128954,ZE2 9EG,60.001397,-1.2333494
S00113793,G31 4SB,55.844549,-4.1919874
S00120145,PA14 6LJ,55.920842,-4.6591099
S00110857,KY7 6DE,56.204738,-3.1352327
S00111987,KY6 3EQ,56.214686,-3.1960731
S00122529,KA23 9GD,55.697327,-4.8519423
S00124915,G67 3LL,55.95919,-3.9470082
S00132524,ML12 6NY,55.62737,-3.6327921
S00113560,G22 6PH,55.894018,-4.2672628
S00112525,G12 8ND,55.873968,-4.2837263
S00104239,EH6 8RB,55.964616,-3.175578
S00135022,EH54 6UG,55.898294,-3.5261233
S00134442,EH52 5SA,55.93645,-3.4615216
S00111696,KY11 8TW,56.052612,-3.41347
S00135133,HS2 9DW,58.243219,-6.7815999
S00096666,G82 2LB,55.94606,-4.558296
S00099669,DD4 8XN,56.479049,-2.9367118
S00117065,G22 5JD,55.880844,-4.2573488
S00134867,EH54 8RY,55.910574,-3.5422524
S00090631,AB10 6HL,57.135763,-2.1176964
S00107910,FK2 7HB,56.003737,-3.7873914
S00098730,DD2 4LA,56.47748,-3.0293267
S00131596,G75 9HH,55.743002,-4.2014558
S00100150,KA1 2ND,55.613342,-4.5134683
S00093262,DD11 1PQ,56.557627,-2.5879576
S00121257,AB55 5DF,57.543163,-2.9671813
S00094208,PA20 9HY,55.830391,-5.0536888
S00130126,KA9 2LG,55.485644,-4.6057973
S00102817,G76 0DG,55.759319,-4.275663
S00113470,G21 4YP,55.883338,-4.2180627
S00112518,G11 7DQ,55.882102,-4.3249776
S00133037,FK7 0LZ,56.091553,-3.9258261
S00096028,FK13 6JT,56.144376,-3.7417952
S00106269,EH16 6EL,55.908696,-3.1588481
S00106180,EH16 5QZ,55.922895,-3.1587117
S00127056,PH7 3LH,56.387158,-3.8241556
S00116056,G31 4LX,55.848021,-4.2008894
S00105080,EH11 1RP,55.930022,-3.2290139
S00112262,G3 8GG,55.861653,-4.2780014
S00133702,EH47 9EX,55.826728,-3.7021527
S00128187,PA4 0QZ,55.862314,-4.4052058
S00129455,KA7 4QE,55.432998,-4.630086
S00101669,G64 1NH,55.898073,-4.2098022
S00103964,EH5 1GG,55.983764,-3.223618
S00131729,G72 9UA,55.784087,-4.1079846
S00094199,PA43 7JW,55.755985,-6.2877733
S00109050,KY15 7PB,56.263353,-3.1168681
S00095756,TD9 9LL,55.423624,-2.7800778
S00127427,PA5 9AB,55.837375,-4.4824222
S00123854,ML5 3QJ,55.86302,-4.0081604
S00101005,G61 3NY,55.925936,-4.3253618
S00102951,G46 6RD,55.793178,-4.2986801
S00133068,FK9 4PX,56.163409,-3.9481356
S00097443,DG9 8PR,54.879837,-4.8849782
S00132752,G72 9BT,55.800258,-4.0851173
S00132269,G71 8BW,55.812653,-4.0913823
S00107245,EH9 1SU,55.933864,-3.1778798
S00105647,EH13 9HY,55.908578,-3.2240482
S00095520,TD2 6SZ,55.718934,-2.7471775
S00091098,AB53 8AL,57.517036,-2.4972944
S00089582,AB24 2QD,57.169564,-2.1200364
S00103498,EH3 9JP,55.942496,-3.2032631
S00124993,G68 9JT,55.945663,-4.0207648
S00092297,AB42 1GP,57.508002,-1.8159216
S00092670,AB34 5HQ,57.077053,-2.7675747
S00090537,AB25 1DU,57.152102,-2.0983935
S00089364,AB10 7HL,57.126397,-2.1242239
S00123600,ML4 1DL,55.81975,-4.0046851
S00106399,EH17 8DG,55.899624,-3.152804
S00106958,EH4 3NQ,55.956392,-3.2524333
S00112125,KY2 5QL,56.11164,-3.1815048
S00122767,KA30 9JR,55.798286,-4.8568496
S00116676,G5 8AL,55.853315,-4.2671917
S00112833,G13 3LD,55.895741,-4.3563449
S00107761,FK1 4AP,55.996878,-3.827403
S00126856,DD2 5BL,56.462975,-3.0628042
S00092504,AB53 8HY,57.513504,-2.3443331
S00089642,AB24 3PJ,57.158338,-2.10656
S00094946,TD5 8NN,55.571122,-2.5153217
S00094395,G84 7EP,56.006128,-4.7280004
S00095879,FK10 2HW,56.127053,-3.8079107
S00104143,EH6 5AJ,55.964373,-3.1793674
S00107014,EH6 5BH,55.969923,-3.1825324
